t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
9.528699139200e-10,5.000135761680e-02,2.014881515790e-03,9.479061575270e-01,2.968408224580e-06,7.463493217170e-05,1.000000000000e+04,4.005469559870e+03,4.000528992010e+03,4.093753312850e+03,4.010710028550e+03,9.380891896690e-04,2.500001740540e+03,1.810743889670e+22,6.228435218430e+06
9.671729626290e-10,5.000137800560e-02,2.014939261000e-03,9.479060701740e-01,2.970552622630e-06,7.464200636210e-05,1.000000000000e+04,4.005551533280e+03,4.000536932140e+03,4.095105264760e+03,4.010869864180e+03,9.380891896690e-04,2.500001766680e+03,1.810743908610e+22,6.228440096250e+06
9.816905570680e-10,5.000139870050e-02,2.014997872410e-03,9.479059815110e-01,2.972729178560e-06,7.464918662290e-05,1.000000000000e+04,4.005634732440e+03,4.000544991360e+03,4.096475842690e+03,4.011032069390e+03,9.380891896690e-04,2.500001793210e+03,1.810743927820e+22,6.228445047230e+06
9.964259154240e-10,5.000141970620e-02,2.015057363020e-03,9.479058915180e-01,2.974938374480e-06,7.465647454390e-05,1.000000000000e+04,4.005719175620e+03,4.000553171450e+03,4.097865325690e+03,4.011196678950e+03,9.380891896690e-04,2.500001820140e+03,1.810743947330e+22,6.228450072480e+06
1.011382304160e-09,5.000144102730e-02,2.015117746020e-03,9.479058001740e-01,2.977180699750e-06,7.466387173870e-05,1.000000000000e+04,4.005804881370e+03,4.000561474240e+03,4.099273952060e+03,4.011363728080e+03,9.380891896690e-04,2.500001847470e+03,1.810743967130e+22,6.228455173090e+06
1.026563038720e-09,5.000146266850e-02,2.015179034780e-03,9.479057074600e-01,2.979456651040e-06,7.467137984500e-05,1.000000000000e+04,4.005891868500e+03,4.000569901560e+03,4.100701961020e+03,4.011533252480e+03,9.380891896690e-04,2.500001875220e+03,1.810743987220e+22,6.228460350210e+06
1.041971484300e-09,5.000148463470e-02,2.015241242900e-03,9.479056133550e-01,2.981766732480e-06,7.467900052500e-05,1.000000000000e+04,4.005980156110e+03,4.000578455280e+03,4.102149594100e+03,4.011705288370e+03,9.380891896690e-04,2.500001903380e+03,1.810744007620e+22,6.228465604980e+06
1.057611056560e-09,5.000150693080e-02,2.015304384170e-03,9.479055178380e-01,2.984111455740e-06,7.468673546610e-05,1.000000000000e+04,4.006069763570e+03,4.000587137290e+03,4.103617095110e+03,4.011879872480e+03,9.380891896690e-04,2.500001931960e+03,1.810744028330e+22,6.228470938570e+06
1.073485222410e-09,5.000152956160e-02,2.015368472590e-03,9.479054208880e-01,2.986491340170e-06,7.469458638050e-05,1.000000000000e+04,4.006160710550e+03,4.000595949520e+03,4.105104710190e+03,4.012057042070e+03,9.380891896690e-04,2.500001960980e+03,1.810744049340e+22,6.228476352160e+06
1.089597500750e-09,5.000155253240e-02,2.015433522360e-03,9.479053224830e-01,2.988906912880e-06,7.470255500630e-05,1.000000000000e+04,4.006253017000e+03,4.000604893930e+03,4.106612687750e+03,4.012236834920e+03,9.380891896690e-04,2.500001990430e+03,1.810744070670e+22,6.228481846950e+06
1.105951463260e-09,5.000157584800e-02,2.015499547910e-03,9.479052226020e-01,2.991358708920e-06,7.471064310770e-05,1.000000000000e+04,4.006346703170e+03,4.000613972490e+03,4.108141278530e+03,4.012419289360e+03,9.380891896690e-04,2.500002020320e+03,1.810744092320e+22,6.228487424150e+06
1.122550735210e-09,5.000159951390e-02,2.015566563870e-03,9.479051212230e-01,2.993847271310e-06,7.471885247510e-05,1.000000000000e+04,4.006441789600e+03,4.000623187210e+03,4.109690735550e+03,4.012604444250e+03,9.380891896690e-04,2.500002050660e+03,1.810744114300e+22,6.228493085010e+06
1.139398996240e-09,5.000162353510e-02,2.015634585100e-03,9.479050183220e-01,2.996373151220e-06,7.472718492580e-05,1.000000000000e+04,4.006538297160e+03,4.000632540150e+03,4.111261314140e+03,4.012792339010e+03,9.380891896690e-04,2.500002081460e+03,1.810744136600e+22,6.228498830770e+06
