t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,Th,Tg_1,Tg_2,Tg_3,Tg_4,rho,p,n,E
1.369727806300e-12,5.000000377210e-02,1.237773255120e-07,9.499998705780e-01,1.687183284060e-09,1.850837116820e-10,1.000000000000e+04,5.906591613470e+03,5.000155589780e+02,4.824706885590e+03,3.892137824080e+03,7.504713517360e-03,2.000000003870e+04,1.448594106010e+23,4.526100403030e+06
1.400273723400e-12,5.000000385620e-02,1.265376526910e-07,9.499998676920e-01,1.724808872420e-09,1.892112861060e-10,1.000000000000e+04,5.906591758680e+03,5.000159059510e+02,4.824707152420e+03,3.892139156520e+03,7.504713517360e-03,2.000000003960e+04,1.448594106070e+23,4.526100531080e+06
1.431277829250e-12,5.000000394160e-02,1.293393849400e-07,9.499998647630e-01,1.762998852880e-09,1.934007774610e-10,1.000000000000e+04,5.906591906060e+03,5.000162581290e+02,4.824707423260e+03,3.892140508950e+03,7.504713517360e-03,2.000000004040e+04,1.448594106140e+23,4.526100661040e+06
1.462746996690e-12,5.000000402820e-02,1.321831433390e-07,9.499998617890e-01,1.801761691560e-09,1.976531146010e-10,1.000000000000e+04,5.906592055660e+03,5.000166155890e+02,4.824707698170e+03,3.892141881670e+03,7.504713517360e-03,2.000000004130e+04,1.448594106200e+23,4.526100792950e+06
1.494688201640e-12,5.000000411620e-02,1.350695582860e-07,9.499998587710e-01,1.841105981600e-09,2.019692403160e-10,1.000000000000e+04,5.906592207500e+03,5.000169784110e+02,4.824707977190e+03,3.892143274990e+03,7.504713517360e-03,2.000000004220e+04,1.448594106270e+23,4.526100926840e+06
1.527108524660e-12,5.000000420550e-02,1.379992696340e-07,9.499998557080e-01,1.881040445040e-09,2.063501115410e-10,1.000000000000e+04,5.906592361620e+03,5.000173466750e+02,4.824708260410e+03,3.892144689210e+03,7.504713517360e-03,2.000000004310e+04,1.448594106330e+23,4.526101062740e+06
1.560015152530e-12,5.000000429610e-02,1.409729268350e-07,9.499998525990e-01,1.921573934740e-09,2.107966995670e-10,1.000000000000e+04,5.906592518050e+03,5.000177204630e+02,4.824708547870e+03,3.892146124650e+03,7.504713517360e-03,2.000000004410e+04,1.448594106400e+23,4.526101200680e+06
1.593415379820e-12,5.000000438810e-02,1.439911890820e-07,9.499998494430e-01,1.962715436390e-09,2.153099902610e-10,1.000000000000e+04,5.906592676830e+03,5.000180998580e+02,4.824708839650e+03,3.892147581630e+03,7.504713517360e-03,2.000000004500e+04,1.448594106470e+23,4.526101340690e+06
1.627316610510e-12,5.000000448150e-02,1.470547254560e-07,9.499998462390e-01,2.004474070450e-09,2.198909842780e-10,1.000000000000e+04,5.906592837990e+03,5.000184849430e+02,4.824709135810e+03,3.892149060460e+03,7.504713517360e-03,2.000000004600e+04,1.448594106540e+23,4.526101482800e+06
1.661726359670e-12,5.000000457620e-02,1.501642150750e-07,9.499998429880e-01,2.046859094210e-09,2.245406972870e-10,1.000000000000e+04,5.906593001580e+03,5.000188758050e+02,4.824709436410e+03,3.892150561490e+03,7.504713517360e-03,2.000000004690e+04,1.448594106610e+23,4.526101627030e+06
