t,X_O,X_O2_1,X_O2_2,X_O2_3,X_O2_4,X_O2_5,X_O2_6,X_O2_7,X_O2_8,Th,Tg_1,Tg_2,Tg_3,Tg_4,Tg_5,Tg_6,Tg_7,Tg_8,rho,p,n,E
1.793236984360e-13,5.000000055830e-02,9.499999129260e-01,6.914448301210e-08,1.232373686630e-08,3.451775459290e-09,1.129531872510e-09,3.732216214990e-10,9.161855636850e-11,8.373853836390e-13,1.000000000000e+04,5.000015700340e+02,2.926198108260e+03,5.227691043110e+03,6.320070941910e+03,7.172832351500e+03,6.225897973140e+03,5.757080646310e+03,4.651797775090e+03,7.504713517360e-03,2.000000000570e+04,1.448594103620e+23,4.526095480560e+06
1.920135539130e-13,5.000000059780e-02,9.499999076190e-01,7.318338752140e-08,1.319582724550e-08,3.696040686430e-09,1.209463305000e-09,3.996326827960e-10,9.810195009200e-11,8.966432434310e-13,1.000000000000e+04,5.000016811370e+02,2.969163793840e+03,5.227691077680e+03,6.320070952200e+03,7.172832293470e+03,6.225897846230e+03,5.757080848730e+03,4.651798587840e+03,7.504713517360e-03,2.000000000610e+04,1.448594103650e+23,4.526095538560e+06
2.048937572210e-13,5.000000063790e-02,9.499999022320e-01,7.728287559650e-08,1.408099900610e-08,3.943969901220e-09,1.290593711900e-09,4.264399105830e-10,1.046825946480e-10,9.567900006070e-13,1.000000000000e+04,5.000017939070e+02,3.008895700100e+03,5.227691111910e+03,6.320070962630e+03,7.172832234560e+03,6.225897717430e+03,5.757081054200e+03,4.651799412850e+03,7.504713517360e-03,2.000000000650e+04,1.448594103680e+23,4.526095597430e+06
2.179671635800e-13,5.000000067860e-02,9.499998967630e-01,8.144385599090e-08,1.497944836960e-08,4.195618063730e-09,1.372941077920e-09,4.536492473740e-10,1.113619487960e-10,1.017838989520e-12,1.000000000000e+04,5.000019083690e+02,3.045746943650e+03,5.227691145430e+03,6.320070973190e+03,7.172832174760e+03,6.225897586690e+03,5.757081262770e+03,4.651800250290e+03,7.504713517360e-03,2.000000000700e+04,1.448594103710e+23,4.526095657180e+06
2.312366710330e-13,5.000000071990e-02,9.499998912130e-01,8.566725108910e-08,1.589137450090e-08,4.451040958490e-09,1.456523657540e-09,4.812667248220e-10,1.181414931780e-10,1.079803744560e-12,1.000000000000e+04,5.000020245470e+02,3.080021249730e+03,5.227691178420e+03,6.320070983900e+03,7.172832114060e+03,6.225897453990e+03,5.757081474480e+03,4.651801100340e+03,7.504713517360e-03,2.000000000740e+04,1.448594103740e+23,4.526095717830e+06
2.447052210990e-13,5.000000076190e-02,9.499998855800e-01,8.995399711150e-08,1.681697955240e-08,4.710295206760e-09,1.541359979050e-09,5.092984650550e-10,1.250227306460e-10,1.142698003180e-12,1.000000000000e+04,5.000021424690e+02,3.111980276630e+03,5.227691211300e+03,6.320070994750e+03,7.172832052440e+03,6.225897319310e+03,5.757081689380e+03,4.651801963190e+03,7.504713517360e-03,2.000000000780e+04,1.448594103770e+23,4.526095779380e+06
2.583757994150e-13,5.000000080440e-02,9.499998798620e-01,9.430504432190e-08,1.775646870860e-08,4.973438279160e-09,1.627468848680e-09,5.377506820340e-10,1.320071865930e-10,1.206535708890e-12,1.000000000000e+04,5.000022621580e+02,3.141850070290e+03,5.227691244320e+03,6.320071005750e+03,7.172831989900e+03,6.225897182610e+03,5.757081907510e+03,4.651802839030e+03,7.504713517360e-03,2.000000000830e+04,1.448594103810e+23,4.526095841860e+06
2.722514364070e-13,5.000000084760e-02,9.499998740590e-01,9.872135723800e-08,1.871005023220e-08,5.240528508370e-09,1.714869354760e-09,5.666296829290e-10,1.390964092940e-10,1.271331014420e-12,1.000000000000e+04,5.000023836440e+02,3.169827332310e+03,5.227691277450e+03,6.320071016910e+03,7.172831926410e+03,6.225897043860e+03,5.757082128920e+03,4.651803728050e+03,7.504713517360e-03,2.000000000870e+04,1.448594103840e+23,4.526095905280e+06
2.863352079530e-13,5.000000089150e-02,9.499998681680e-01,1.032039148450e-07,1.967793550950e-08,5.511625102060e-09,1.803580871920e-09,5.959418695190e-10,1.462919702470e-10,1.337098284790e-12,1.000000000000e+04,5.000025069510e+02,3.196084507440e+03,5.227691310550e+03,6.320071028220e+03,7.172831861970e+03,6.225896903020e+03,5.757082353670e+03,4.651804630430e+03,7.504713517360e-03,2.000000000910e+04,1.448594103870e+23,4.526095969650e+06
3.006302360720e-13,5.000000093600e-02,9.499998621890e-01,1.077537108140e-07,2.066033909770e-08,5.786788156030e-09,1.893623065450e-09,6.256937396100e-10,1.535954645250e-10,1.403852100540e-12,1.000000000000e+04,5.000026321080e+02,3.220773290930e+03,5.227691343660e+03,6.320071039690e+03,7.172831796560e+03,6.225896760080e+03,5.757082581790e+03,4.651805546380e+03,7.504713517360e-03,2.000000000960e+04,1.448594103900e+23,4.526096034980e+06
3.151396896130e-13,5.000000098120e-02,9.499998561200e-01,1.123717537190e-07,2.165747877260e-08,6.066078667530e-09,1.985015895600e-09,6.558918884760e-10,1.610085111230e-10,1.471607260960e-12,1.000000000000e+04,5.000027591430e+02,3.244028841190e+03,5.227691376820e+03,6.320071051320e+03,7.172831730170e+03,6.225896614990e+03,5.757082813340e+03,4.651806476100e+03,7.504713517360e-03,2.000000001010e+04,1.448594103940e+23,4.526096101300e+06
3.298667849570e-13,5.000000102700e-02,9.499998499600e-01,1.170590672650e-07,2.266957557640e-08,6.349558548790e-09,2.077779622030e-09,6.865430103210e-10,1.685327533240e-10,1.540378787340e-12,1.000000000000e+04,5.000028880830e+02,3.265972277710e+03,5.227691410220e+03,6.320071063120e+03,7.172831662780e+03,6.225896467730e+03,5.757083048360e+03,4.651807419800e+03,7.504713517360e-03,2.000000001050e+04,1.448594103970e+23,4.526096168600e+06
